rms,peak,peak_to_peak,crest_factor,kurtosis,skewness,std,shape_factor,impulse_factor,dominant_frequency,n_peaks,band_power_0,band_power_1,band_power_2,band_power_3,condition,severity,health_status,rul
0.08101179589330115,0.17095638330710156,0.3342529804247022,2.110265319043963,-0.9843034590021005,-0.005413377299273331,0.08101178875525773,1.185485547396826,2.50168903689937,35.15625,2,0.0005551360278221702,2.9024256365574317e-06,2.8987749821703576e-06,1.4280675944785771e-06,healthy,none,healthy,1000
0.0809917925976079,0.17105329142128486,0.33765080416800564,2.111983028590689,-0.9873654153336839,-0.0010094589555940132,0.08099175954051517,1.1872764639743048,2.507507742158896,35.15625,2,0.0005549183161847158,2.694923917099537e-06,2.8448803043499836e-06,1.4342324534485101e-06,healthy,none,healthy,1000
0.08090645748922945,0.1658303183632623,0.33152761305827805,2.0496549164241706,-1.0011566252847202,-0.00438369942166904,0.08090644042121999,1.1841795368541843,2.4271594096420763,35.15625,2,0.0005539793417458109,3.0216462696551055e-06,2.7235679737879145e-06,1.5025922734737644e-06,healthy,none,healthy,1000
0.0811351599480408,0.17190110254338417,0.3330395190685043,2.1187004826695377,-0.9936487718543079,-0.0019004359578807394,0.0811351596653716,1.1844217957446748,2.509435030328563,35.15625,2,0.0005574070100854012,2.8557498435245176e-06,2.8164838875464863e-06,1.4491473776126605e-06,healthy,none,healthy,1000
0.0810041792963276,0.16888754313864382,0.33494530183124693,2.0849238225206053,-0.9931285682814193,-0.002079967965823206,0.08100408612324941,1.1850089429846473,2.470653375128653,35.15625,2,0.0005554274522843102,2.906325705182854e-06,2.901271736938771e-06,1.3998173554921101e-06,healthy,none,healthy,1000
0.08079369619439349,0.16561527963478845,0.3261971946576542,2.049853979155876,-0.9931881713866479,0.00565748682490573,0.08079369598702935,1.1844437336537077,2.4279367005162955,35.15625,2,0.0005530575913052547,2.8774878028707558e-06,2.8319315131601703e-06,1.3498112805346773e-06,healthy,none,healthy,1000
0.08101962523726883,0.17334458334308997,0.3388080745169083,2.1395382024471754,-0.9905369319822142,-0.002928482725786318,0.08101956809494189,1.185378132956639,2.5361617998062367,35.15625,2,0.0005556402439969358,2.8060098783249425e-06,2.82232579320987e-06,1.4533826591773564e-06,healthy,none,healthy,1000
0.08075780988211775,0.16890635628205897,0.3355240874697413,2.091517297566783,-0.9891263567125033,0.003064968521957214,0.08075777961119368,1.1860506133806734,2.4806453736753715,35.15625,2,0.0005520589019964501,2.768433768285805e-06,2.746095350517338e-06,1.4489220678448956e-06,healthy,none,healthy,1000
0.08100204790273742,0.1681898337034285,0.33336328621282374,2.0763652038202927,-0.992792530462772,-0.0032836771838298247,0.08100195958781882,1.1855616242527334,2.4616589035830443,35.15625,2,0.000555458143322444,2.9098839159803857e-06,2.87611424730565e-06,1.3215312879094786e-06,healthy,none,healthy,1000
0.08087492222058072,0.1649068682153472,0.3233930751883023,2.039035880190094,-0.9920816178707099,0.001988083975797041,0.08087463236607535,1.1856462314237362,2.4175752070851657,35.15625,2,0.0005531178029728655,2.81297024113418e-06,2.9381392699697756e-06,1.3438570458868159e-06,healthy,none,healthy,1000
0.08092685380294005,0.16362324701500436,0.32532787784301265,2.021865911325716,-0.9845674421757384,-0.00598056100054712,0.08092680776796037,1.1862803983487915,2.3984998986953125,35.15625,2,0.0005537398771928762,2.8954806604075527e-06,2.910528735897616e-06,1.4488714962442906e-06,healthy,none,healthy,1000
0.08093672448934279,0.16457970670079,0.328406502495588,2.033436709221668,-0.9928778348652667,-0.000664546821597682,0.08093670221242726,1.1852079597734264,2.4100453734650036,35.15625,2,0.0005550263352483554,2.9185048225143286e-06,2.7148056526021223e-06,1.421121397284335e-06,healthy,none,healthy,1000
0.08098628520629529,0.16579840354871359,0.329683799485887,2.0472405065422805,-0.9895469284891933,-0.002246346649929662,0.08098625696517135,1.1852960449182492,2.4265860754009982,35.15625,2,0.0005556767003227536,2.694362500052108e-06,2.754689993836141e-06,1.4199975816405352e-06,healthy,none,healthy,1000
0.08091365103608933,0.16640893522738887,0.330811969898498,2.05662373526028,-0.9846025879804987,0.001988346227127589,0.08091348059803903,1.1861781648245162,2.4395221680255808,35.15625,2,0.0005527307811059468,2.902277440320172e-06,2.9212000224671797e-06,1.4477866577350716e-06,healthy,none,healthy,1000
0.08098761674070178,0.1669787689128834,0.3315551879200296,2.061781487501968,-0.9916966665774463,-0.0040239748925598555,0.08098760918876871,1.1852892994571358,2.443807534954899,35.15625,2,0.0005547238362710142,2.9412643922951864e-06,2.8645162002070256e-06,1.34985331518891e-06,healthy,none,healthy,1000
0.08100402417354169,0.16467807090160713,0.32574134831077595,2.0329616038433294,-0.9932931111259391,0.0008648274511372853,0.08100399892372519,1.1862347118167325,2.411569622269574,35.15625,2,0.000554810438053,2.86455509555796e-06,2.884310169528249e-06,1.4526131336786508e-06,healthy,none,healthy,1000
0.08080143079613974,0.16761466128567723,0.33517953601020545,2.0744021440482334,-0.986654933399147,0.0005604766049577308,0.08080137774202817,1.1854287684359264,2.4590559788599426,35.15625,2,0.0005525433276578354,2.8043501521687436e-06,2.7913659492028933e-06,1.4288252419422904e-06,healthy,none,healthy,1000
0.08097280913131476,0.16342912073215252,0.3216266195706785,2.0183209954729024,-0.9912140337375468,-0.00569013491828734,0.08097274670972131,1.1857438911109788,2.3932117906830235,35.15625,2,0.0005549663849621935,2.826907000107885e-06,2.746135755394466e-06,1.3839249617100114e-06,healthy,none,healthy,1000
0.08111590336115843,0.17256995184861784,0.3360613974996242,2.1274490537357598,-0.9921540975038345,-0.003732854819450798,0.08111547688609316,1.1859850901982707,2.5231228578870306,35.15625,2,0.0005566028136124209,2.7036751279224436e-06,2.841744535211542e-06,1.3204586966204692e-06,healthy,none,healthy,1000
0.08108859420196621,0.170651187062566,0.3331835183547798,2.1045029666876145,-0.9881688464776519,-0.002407539273972785,0.0810885542944068,1.1861600721513543,2.4962773908089204,35.15625,2,0.000555817681378258,2.9254304008601045e-06,2.934260063216864e-06,1.3612597421377374e-06,healthy,none,healthy,1000
0.08091884801816827,0.16557872151453973,0.326046437055197,2.0462318182948334,-0.9917242938257815,-0.007644282480252745,0.0809188246107398,1.1858782472439002,2.426581802134176,35.15625,2,0.0005542690104871343,2.8278713730680327e-06,2.8175331131024205e-06,1.4311869679751535e-06,healthy,none,healthy,1000
0.08090606032911463,0.1658004977775901,0.329685135646447,2.04929639514193,-0.9944192477731706,-0.00561681330782711,0.08090598820052211,1.185909677587707,2.430280427244416,35.15625,2,0.0005541001832032456,2.9260158163738314e-06,2.8759181258544405e-06,1.395656186172812e-06,healthy,none,healthy,1000
0.08093425564345204,0.16914661127616343,0.3367455050018297,2.089926075570798,-0.9853276923911003,-0.0003418575200559284,0.08093425466660131,1.1861645818165845,2.4789962894570112,35.15625,2,0.0005542666837156836,2.9044655601533548e-06,2.750386765815221e-06,1.437748393646333e-06,healthy,none,healthy,1000
0.08096248405359148,0.16388460746565994,0.3233569615851558,2.0242042889541265,-0.9939474968514306,-0.00037036740084302986,0.08096228896189377,1.1853306346250188,2.39935135443668,35.15625,2,0.0005542895511578695,2.7452353293376283e-06,2.7653488135435935e-06,1.4250667816651369e-06,healthy,none,healthy,1000
0.0809569601675195,0.169659113609237,0.33580874502359154,2.0956705051446014,-0.9873286875270022,-0.0020812086306761478,0.08095681590504682,1.1868505187115186,2.487247626079301,35.15625,2,0.0005544549541032193,2.854540376664652e-06,2.8886492335387273e-06,1.5102146234786854e-06,healthy,none,healthy,1000
0.08114543541262546,0.16911828897898892,0.33664875964955643,2.0841380432432275,-0.9868753050919352,-0.0033367883105741296,0.08114543541157915,1.1868929767338328,2.4736488060691797,35.15625,2,0.00055645207170212,2.86503893016245e-06,2.9684277667343818e-06,1.4767269074824317e-06,healthy,none,healthy,1000
0.08106695641048114,0.16563418044498118,0.32998628023119225,2.0431774890658945,-0.9882339507202356,-0.004484161561810431,0.08106686564534325,1.1857226296414207,2.422641785159368,35.15625,2,0.0005568861409475085,2.834706787362353e-06,2.88306568560323e-06,1.3919391137949312e-06,healthy,none,healthy,1000
0.0810203684074399,0.16542990732921625,0.3269857915687921,2.0418310923654754,-0.9932349044367288,0.0005462513142331509,0.08102036539193502,1.1850628400114527,2.419698153142317,35.15625,2,0.0005557112194523352,2.7920475784656302e-06,2.859822613553103e-06,1.3943375138203653e-06,healthy,none,healthy,1000
0.08092867434704472,0.16479966389124112,0.3284649033161886,2.0363568935348453,-0.9864358091047163,0.00016960331908495233,0.08092865520802818,1.1867069129895547,2.416558802871736,35.15625,2,0.0005538254388885241,2.8833068155105074e-06,2.7889748401422834e-06,1.4616560198003e-06,healthy,none,healthy,1000
0.08103849484369582,0.16731338764416254,0.3320861565019183,2.0646161798398484,-0.9821023898465566,0.0004985125013408527,0.08103847409527623,1.187673390291428,2.45208969796093,35.15625,2,0.0005554367589744396,2.947047701135998e-06,2.7218234619938596e-06,1.3583405943447698e-06,healthy,none,healthy,1000
0.08105673130889388,0.16805878149998038,0.3317024932311776,2.0733476268557633,-0.9900766292400758,-0.0017406809359841932,0.08105664491659981,1.1857267885973009,2.4584238232375193,35.15625,2,0.0005568214094399385,2.8841249547023027e-06,2.7845926937738735e-06,1.3775539319266013e-06,healthy,none,healthy,1000
0.08096937660781414,0.16853135968154237,0.32880352646693184,2.081420985835747,-0.99497964146064,-0.008437049052500133,0.08096925299304132,1.1850207370565327,2.4665270307600116,35.15625,2,0.0005543471524371034,2.7693487176215302e-06,2.861181324361203e-06,1.3497309580355286e-06,healthy,none,healthy,1000
0.08084261859022057,0.17217696354029835,0.34195490592692035,2.129779645226959,-0.9831830430855484,-0.004696392123825372,0.08084260304266247,1.1864449127646075,2.5268662253891363,35.15625,2,0.0005523985410797883,2.8092095665593055e-06,2.9371852275586092e-06,1.3656067736365976e-06,healthy,none,healthy,1000
0.08099024916267199,0.1648500403093231,0.32859765323938267,2.035430709420532,-0.9853868238125649,-0.0003656988919513926,0.08099024504589838,1.1866710432501788,2.4153866834115143,35.15625,2,0.000555094736393383,2.8051064135066404e-06,2.9265763530951618e-06,1.3953361241698534e-06,healthy,none,healthy,1000
0.08105200715773005,0.17203179814999928,0.3418889638394873,2.1224865883360464,-0.9883170912443191,0.009330387466614852,0.08105196945024361,1.1855199075612315,2.516250104004104,35.15625,2,0.0005561505834920904,2.7069202082365178e-06,2.886931888280625e-06,1.4429774255911879e-06,healthy,none,healthy,1000
0.08106446382502146,0.172302227139706,0.3353924897737478,2.125496413713687,-0.9898052080774353,-0.0030189533509453297,0.08106442182444965,1.1852082849660226,2.5191559591990305,35.15625,2,0.0005557729299349234,2.896844220903105e-06,2.7807588287095585e-06,1.4627231208848705e-06,healthy,none,healthy,1000
0.08092121129992301,0.17146888010551375,0.33795087203981894,2.1189608676270137,-0.9836962464039436,-0.003484155871581106,0.08092121056439294,1.186267620723801,2.513654666846738,35.15625,2,0.0005537814177588553,2.8697670617745116e-06,2.8128097945683576e-06,1.4543878662836538e-06,healthy,none,healthy,1000
0.08091480452849502,0.1644475012910953,0.3280031689217827,2.032353686687624,-0.989292934169606,-0.0038120516352151534,0.08091479340404456,1.1859863035379623,2.4103436363564055,35.15625,2,0.0005531767017967165,3.0162261448660133e-06,2.788811364633955e-06,1.4232193535589056e-06,healthy,none,healthy,1000
0.08096884574680673,0.16608461037953323,0.3320391302771475,2.0512162282625024,-0.9887644177056854,-0.0009965390285297724,0.08096883287806551,1.1864018213229326,2.4335666691377886,35.15625,2,0.0005552837991326098,2.850108976789096e-06,2.84291137045424e-06,1.4864192048986707e-06,healthy,none,healthy,1000
0.08119167165849699,0.16591979830276432,0.3288568177846838,2.0435568687468977,-0.9906311323866177,-0.007413048888103482,0.08119167135514008,1.1858740585569167,2.423401077832748,35.15625,2,0.0005572347321583205,2.8611093678294378e-06,2.8674410475487624e-06,1.426024700642158e-06,healthy,none,healthy,1000
0.08107286316723183,0.16625318764082866,0.331302484207596,2.050663824440151,-0.9894242602047831,-0.0032419415205243263,0.081072862631993,1.1855101249841022,2.4310827268124204,35.15625,2,0.000556082028165211,2.8590053154303673e-06,2.7825761157172566e-06,1.4468867373992544e-06,healthy,none,healthy,1000
0.08103181482367885,0.16574209893148137,0.32976689185383523,2.0453953708444987,-0.9923474535855359,-0.0012976795896793196,0.08103171641091737,1.185329612959134,2.4244677032715143,35.15625,2,0.0005561958471908215,2.929887014089151e-06,2.8253411032958318e-06,1.3917254242890005e-06,healthy,none,healthy,1000
0.08107374043374961,0.17721075131917935,0.34379327617237354,2.1857971566513483,-0.9870500115918466,-0.0001208612198088399,0.08107348487094153,1.1854974136821754,2.591256876044026,35.15625,2,0.0005555037628691101,2.8237910508581794e-06,2.939737420174896e-06,1.4217560948930949e-06,healthy,none,healthy,1000
0.08100892927069742,0.16775043592954053,0.33316652299199745,2.0707647593883123,-0.9909261862505576,0.0034811260710702523,0.08100889462085759,1.1857050774483955,2.455316289407927,35.15625,2,0.0005550960093541081,2.7516376140952475e-06,2.7916159276070354e-06,1.392470868050542e-06,healthy,none,healthy,1000
0.08103983865077516,0.16952349333917488,0.3340067274630591,2.09185378650249,-0.9834730444165656,-0.0026411561728399563,0.08103981436579699,1.1868622932837123,2.482742382262563,35.15625,2,0.0005550542358352859,2.902471253334256e-06,2.851100346205113e-06,1.3886376245770395e-06,healthy,none,healthy,1000
0.08082575049346531,0.17003252305033184,0.3327958363037453,2.103692474393774,-0.9815614327759206,-0.002887725510087053,0.0808257305911072,1.1872532200126533,2.4976156641403944,35.15625,2,0.000551770422406141,3.0256826571583822e-06,2.9622178388216693e-06,1.3845601145677249e-06,healthy,none,healthy,1000
0.08115221181710221,0.18122622613542647,0.3439994485417202,2.2331643473115346,-0.9901496605539233,-0.003221060076449697,0.08115212744986079,1.1848434312115723,2.64595010772795,35.15625,2,0.0005577407681110976,2.853578325489494e-06,2.8545152177847116e-06,1.463208480012925e-06,healthy,none,healthy,1000
0.08090894984486065,0.16605865332942518,0.327338332906394,2.052413900413185,-0.9966599412736108,-0.0008661164330344756,0.08090869910320396,1.1855082628035165,2.4331536376326244,35.15625,2,0.0005538531611532693,2.858877387087037e-06,2.7854143949307553e-06,1.3508607126736295e-06,healthy,none,healthy,1000
0.08087268031509827,0.1637104137916302,0.322582605841651,2.024298108505584,-0.9897941895252433,0.0005811413327455354,0.08087260957021201,1.1857810694314506,2.400374375951814,35.15625,2,0.0005532688594857982,2.846176365857175e-06,2.8327267094214567e-06,1.4247433826816647e-06,healthy,none,healthy,1000
0.08101889684996055,0.17080680049288272,0.33741325643376635,2.1082340927105068,-0.9895874110284044,0.005499628704234106,0.0810187912058426,1.1855678193075465,2.499454495884619,35.15625,2,0.0005557495851330486,2.8634285381122814e-06,2.760265202432364e-06,1.4926823225819135e-06,healthy,none,healthy,1000
0.08105243157382191,0.1700411636337275,0.3400727710424453,2.0979156372237315,-0.9899053402865254,0.0006612471828248465,0.08105241080713209,1.1860230630832647,2.488176330150369,35.15625,2,0.0005558047214015379,2.9585803002490324e-06,2.829774915216302e-06,1.3631786382132886e-06,healthy,none,healthy,1000
0.08089560206209083,0.1618114558981972,0.3211892828057191,2.0002503445613766,-0.9936671026118788,-0.001950472062638727,0.0808955444303671,1.1859285910853903,2.3721540729437396,35.15625,2,0.0005540697536701283,2.77745160842571e-06,2.7123031183366295e-06,1.4273560508937238e-06,healthy,none,healthy,1000
0.08097801647057953,0.17417870014042436,0.33914322727976437,2.150938090755853,-0.9955259080061452,-0.002979268097155607,0.08097757993259108,1.1848985386062758,2.548643400369183,35.15625,2,0.0005547934845351649,2.7759186953306848e-06,2.8634105191080646e-06,1.4685447108146926e-06,healthy,none,healthy,1000
0.08096221896686963,0.17056921691070476,0.33405630453317625,2.1067754699325003,-0.987353153652665,-0.0011970924592965653,0.08096216697842741,1.1862558035004347,2.499174627879784,35.15625,2,0.0005546560087804862,2.815458764913561e-06,2.8317236532748754e-06,1.4245354526126519e-06,healthy,none,healthy,1000
0.0810121817558911,0.16415190860057324,0.32540316638333,2.026262039148653,-0.9936719679576673,-0.00786014855975758,0.0810120818453022,1.1856817604083993,2.4025019416264883,35.15625,2,0.0005560940930009635,2.824168890537848e-06,2.754433866806918e-06,1.3414207609603292e-06,healthy,none,healthy,1000
0.08115620597554268,0.17340264106457615,0.34124611194651366,2.1366528779922627,-0.9937031921942006,-0.0013872408422357918,0.08115611703523938,1.1850730441400685,2.5320897303929293,35.15625,2,0.0005573639601767146,2.7340879542784806e-06,2.88791456227426e-06,1.389372375253216e-06,healthy,none,healthy,1000
0.08104343843654765,0.16690222566445,0.3332348719246203,2.0594168866011877,-0.9877564785473472,0.00012600378840284485,0.08104340996996602,1.1859885721527836,2.4424448928074742,35.15625,2,0.0005561879904103352,2.7931309494251774e-06,2.890628568671639e-06,1.3767058185439188e-06,healthy,none,healthy,1000
0.08110115181349131,0.1650576582506012,0.3266100921255863,2.035207325170733,-0.9948290524063714,-0.004410745668885448,0.08110102667376953,1.1848921752106523,2.4115012345262032,35.15625,2,0.0005563244124071196,2.891779355638051e-06,2.8768029969381483e-06,1.4255702380888434e-06,healthy,none,healthy,1000
0.08096563908398162,0.16662263934041166,0.32764180140042404,2.0579426189371803,-0.991014277767635,-0.005311600190829551,0.08096563347302092,1.1856835411107889,2.440068691824247,35.15625,2,0.0005539499568769035,2.8910356381878713e-06,2.7994041127151553e-06,1.3223079964713662e-06,healthy,none,healthy,1000
0.08102378168115154,0.1651880070180346,0.32811064076590235,2.0387595294933276,-0.9965133943141447,-0.003517125019064774,0.08102369323598503,1.185078188435333,2.4160894498672243,35.15625,2,0.0005556247493365785,2.6398355032464005e-06,2.98566447401254e-06,1.4622323494676197e-06,healthy,none,healthy,1000
0.08097182898200234,0.1678578088326217,0.33279247082525587,2.0730396107259916,-0.9848196597634478,-0.004888837059875991,0.08097180392868437,1.1863472999141056,2.459344944799769,35.15625,2,0.0005547985864952691,2.8482716179034608e-06,2.8428152402573374e-06,1.4559830052321031e-06,healthy,none,healthy,1000
0.08099043736410831,0.1751430985808008,0.33516831682568093,2.1625157769356256,-0.9912539546876942,0.0036775067342350067,0.08099000214324967,1.1851198698948218,2.5628404162074476,35.15625,2,0.0005554079644040146,2.726531332005216e-06,2.8985471704602414e-06,1.5220349603463956e-06,healthy,none,healthy,1000
